id,"title","subtitle","image",time,"story","production","release","created_at","updated_at"
183,"ラブレス","Nelyubov／Loveless","https://d2ueuvlup6lbue.cloudfront.net/attachments/e2ce7aba8f880764c01f50c504713e8273fc675c/store/fitpad/260/364/a4254053d81e6d07b3dda4f3dd37413e8d91b11be7fe0f9e4c555c57cdf0/74109.jpg",127,"一流企業で働くボリスと美容院を経営するイニヤの夫婦。二人はそれぞれ、別にパートナーがおり、一刻も早く別れて新しい人生をスタートさせたいと思っている。問題は１２歳の一人息子アレクセイのことだ。夫婦どちらも、新しい生活に息子を必要としていなかった。ある晩、二人は激しく罵り合い、お互いに息子を押し付け合い口論をする。翌朝、学校に出かけた息子はそのまま行方不明に。彼らは必死で息子を探すがーー","2017年","2018-04-07","2018-02-21 09:02:46","2018-02-21 09:02:46"
184,"ビッグ・シック ぼくたちの大いなる目ざめ","The Big Sick","https://d2ueuvlup6lbue.cloudfront.net/attachments/ff0d105af8cff183aab188381f5230f37d655976/store/fitpad/260/364/ea63eb846f7ab6e76fd53de70bbcdff9c0d2ffe89c4068f234382a62f166/72900.png",119,"パキスタンで生まれシカゴに移住したコメディアンのクメイルは、アメリカ人大学院生のエミリーと付き合っている。ある日、同郷の花嫁しか認めない厳格な母親に言われるまま、見合いをしていたことがエミリーにバレて、2人は破局を迎える。ところが数日後、エミリーは原因不明の病で昏睡状態に。病院へ駆けつけたクメイルは、彼がエミリーを傷つけたことに腹を立てている両親テリーとベスに出会う。最初はクメイルへの敵意をあら…パキスタンで生まれシカゴに移住したコメディアンのクメイルは、アメリカ人大学院生のエミリーと付き合っている。ある日、同郷の花嫁しか認めない厳格な母親に言われるまま、見合いをしていたことがエミリーにバレて、2人は破局を迎える。ところが数日後、エミリーは原因不明の病で昏睡状態に。病院へ駆けつけたクメイルは、彼がエミリーを傷つけたことに腹を立てている両親テリーとベスに出会う。最初はクメイルへの敵意をあらわにしていたベスが、気分転換に訪れたコメディクラブで、クメイルに人種差別的なヤジを飛ばす観客と毅然と闘ったことから、3人は心を通わせ始める。彼らのエミリーへの深い愛に心を動かされ、自分にとってもエミリーがいかに大切な存在かに気付いていくクメイル。果たして、エミリーは目覚めるのか？　その時、2人の未来の行方は？","2017年","2018-02-23","2018-02-21 09:02:53","2018-02-21 09:02:53"
185,"セッション","Whiplash","https://d2ueuvlup6lbue.cloudfront.net/attachments/ff073027b6712902a2f02fb2b9616359b12c1c73/store/fitpad/260/364/b4e2c2753d230b7f88145ca88b1d5787f84e4f0c2990d60ba4554e658610/29280.jpg",106,"世界的ジャズ・ドラマ―を目指し、名門音楽学校に入学したアンドリューを待っていたのは、伝説の鬼教師。常人に理解できない完璧を求め、浴びせられる容赦ない罵声。やがてレッスンは狂気を帯び、加速の一途を辿る―。","2014年","2015-04-17","2018-02-21 09:03:05","2018-02-21 09:03:05"
186,"キングスマン","Kingsman: The Secret Service","https://d2ueuvlup6lbue.cloudfront.net/attachments/904d0693020515836785029e0b88b74c3b6c64a5/store/fitpad/260/364/19fa193e930a04eacac31e073424d863e11bee869835adb4ac109eeecde6/59360.jpg",129,"ロンドンの高級テーラー「キングスマン」。しかしその実体は、どこの国にも属さない世界最強のスパイ機関だった！

高級テーラー「キングスマン」。その裏の顔は世界最強のスパイ機関である。ブリティッシュ・スーツをスタイリッシュに着こなすハリー（コリン・ファース）は、そのエリートスパイ。組織の指揮者アーサー（マイケル・ケイン）の指令で、何者かに惨殺されたエージェントの代わりに新人をスカウトすることに。…ロンドンの高級テーラー「キングスマン」。しかしその実体は、どこの国にも属さない世界最強のスパイ機関だった！

高級テーラー「キングスマン」。その裏の顔は世界最強のスパイ機関である。ブリティッシュ・スーツをスタイリッシュに着こなすハリー（コリン・ファース）は、そのエリートスパイ。組織の指揮者アーサー（マイケル・ケイン）の指令で、何者かに惨殺されたエージェントの代わりに新人をスカウトすることに。ハリーは街の若者エグジー（タロン・エガートン）に可能性を見出し、「キングスマン」の候補生に抜擢。実はハリーは、死んだエグジーの父と旧知の仲で、ある約束を果たそうとしていたのだった。一方で、頻発する科学者失踪事件の首謀者でＩＴ富豪のヴァレンタイン（サミュエル・Ｌ・ジャクソン）が、前代未聞の人類抹殺計画を進めていた。調査を開始した「キングスマン」にも、ヴァレンタインの魔の手が迫る。果たして、エグジーはキングスマンの一員となれるのか。そして、「キングスマン」はテロを阻止できるのか。世界最強のスパイ機関、ついに出動！","2015年","2015-09-11","2018-02-21 09:03:21","2018-02-21 09:03:21"
187,"バーフバリ 王の凱旋","Baahubali 2: The Conclusion","https://d2ueuvlup6lbue.cloudfront.net/attachments/badd8de89dd02808558dca15c58fe5c97e185fd3/store/fitpad/260/364/39928e708f2e3bb8baf33beff96c4cca12189d4754f91c2825bbb87144b1/73903.jpg",167,"遥か遠い昔、インドに栄えたマヒシュマティ王国。自らが伝説の英雄バーフバリの息子であることを知ったシヴドゥは、父の家臣カッタッパから、ある裏切りによって命を絶たれ、王座を奪われた父の悲劇を聞かされる…。カーラケーヤとの戦争に勝利を収め、国母シヴァガミから王位継承を託されたアマレンドラ・バーフバリは、自ら治めることになる国を視察するために、信頼する忠臣カッタッパと共に身分を隠し、旅に出る。その旅でバ…遥か遠い昔、インドに栄えたマヒシュマティ王国。自らが伝説の英雄バーフバリの息子であることを知ったシヴドゥは、父の家臣カッタッパから、ある裏切りによって命を絶たれ、王座を奪われた父の悲劇を聞かされる…。カーラケーヤとの戦争に勝利を収め、国母シヴァガミから王位継承を託されたアマレンドラ・バーフバリは、自ら治めることになる国を視察するために、信頼する忠臣カッタッパと共に身分を隠し、旅に出る。その旅でバーフバリはクンタナ王国の王の妹デーヴァセーナと恋に落ちるが、王位継承争いに敗れたバラーラデーヴァは、バーフバリとデーヴァセーナの仲を裂き、バーフバリを王座から引き降ろすべく邪悪な策略を巡らしていた。やがて、王位を奪ったバラーラデーヴァはバーフバリと生まれたばかりのその息子の命をも亡きものにしようとする…。父バーフバリはなぜ殺害されなければならなかったのか？　母デーヴァセーナはなぜ25年もの間、鎖に繋がれていたのか？　すべてを知ったシヴドゥはマヘンドラ・バーフバリを名乗り、暴君と化したバラーラデーヴァに戦いを挑む！","2017年","2017-12-29","2018-02-21 09:03:31","2018-02-21 09:03:31"
188,"犬猿","","https://d2ueuvlup6lbue.cloudfront.net/attachments/67f5ad406ec56989d39dd11716b8640af0c85895/store/fitpad/260/364/95a9613735b0f11c86210f0d238703d232de52c591a44c220418d2621feb/75600.png",106,"印刷会社に勤める真面目な弟とは対照的に乱暴者でトラブルメーカーの兄。見た目は悪いけど頭がよく勤勉で家業の印刷所をテキパキ切り盛りするブスな姉と、要領は悪いがその容姿と人当りの良さで人気者の妹。この二組の兄弟・姉妹の関係に、あるとき変化が訪れる。それぞれの思いが交錯し、相性最悪なW犬猿ペアの抗争は次第にエスカレートしていく。","2017年","2018-02-10","2018-02-21 09:03:39","2018-02-21 09:03:39"
189,"レ・ミゼラブル","LES MISERABLES","https://d2ueuvlup6lbue.cloudfront.net/attachments/2ddcb2ad75ce9bd71d99336e670b63418bc76496/store/fitpad/260/364/5509da28b3b14fb4783a63f5c94569172d12908b1e1151db909f9f4fcac5/23126.jpg",158,"","2012年","2012-12-21","2018-02-21 09:03:51","2018-02-21 09:03:51"
190,"君の名は。","","https://d2ueuvlup6lbue.cloudfront.net/attachments/608e5965e33dda72c3a66caf4b941e3170fc28c9/store/fitpad/260/364/57ca60176e97222ed3247aeef10f8b0d824ca28e2220561e8b6de1057385/34710.jpg",107,"千年ぶりとなる彗星の来訪を一か月後に控えた日本。山深い田舎町に暮らす女子高校生・三葉は憂鬱な毎日を過ごしていた。町長である父の選挙運動に、家系の神社の古き風習。小さく狭い町で、周囲の目が余計に気になる年頃だけに、都会への憧れを強くするばかり。「来世は東京のイケメン男子にしてくださーーーい！！！」そんなある日、自分が男の子になる夢を見る。見慣れない部屋、見知らぬ友人、戸惑いながらも、念願だった都会…千年ぶりとなる彗星の来訪を一か月後に控えた日本。山深い田舎町に暮らす女子高校生・三葉は憂鬱な毎日を過ごしていた。町長である父の選挙運動に、家系の神社の古き風習。小さく狭い町で、周囲の目が余計に気になる年頃だけに、都会への憧れを強くするばかり。「来世は東京のイケメン男子にしてくださーーーい！！！」そんなある日、自分が男の子になる夢を見る。見慣れない部屋、見知らぬ友人、戸惑いながらも、念願だった都会での生活を思いっきり満喫する三葉。「不思議な夢……。」一方、東京で暮らす男子高校生、瀧も、奇妙な夢を見た。行ったこともない山奥の町で、自分が女子高校生になっているのだー。彼らが体験した夢の秘密とは？","2016年","2016-08-26","2018-02-21 09:04:09","2018-02-21 09:04:09"
191,"ファンタスティック・ビーストと魔法使いの旅","Fantastic Beasts and Where to Find Them","https://d2ueuvlup6lbue.cloudfront.net/attachments/f59df3c8565b9a228eebe536c7675039ea62841f/store/fitpad/260/364/05953eff49def73d96680a44f042f94714d02fc48ea2fcefdb329b9fcae5/51FEhpcEo-L.jpg",133,"本作は、ハリー・ポッターと同じあの魔法世界の新しい物語を綴る。今度の主人公は、彼らが通っていたホグワーツ魔法魔術学校で学んだ魔法使いニュート・スキャマンダー。誰よりも優秀だが、おっちょこちょいな魔法動物をこよなく愛する変わり者で、世界中の魔法動物を収集するために、どんなものでも入ってしまうという不思議な魔法のトランクを肌身離さず持っている。世界中を旅しては魔法動物を集め、不思議なトランクに詰め込…本作は、ハリー・ポッターと同じあの魔法世界の新しい物語を綴る。今度の主人公は、彼らが通っていたホグワーツ魔法魔術学校で学んだ魔法使いニュート・スキャマンダー。誰よりも優秀だが、おっちょこちょいな魔法動物をこよなく愛する変わり者で、世界中の魔法動物を収集するために、どんなものでも入ってしまうという不思議な魔法のトランクを肌身離さず持っている。世界中を旅しては魔法動物を集め、不思議なトランクに詰め込んでいる。ある時ニュートは、旅の途中でニューヨークへ立ち寄ったが、そこでひょんなことから自分のトランクが普通の人間のトランクと入れ替わってしまう！トランクの中から魔法動物たちは逃げ出してしまい、ニューヨーク中を巻き込む大騒動に！そこで出会う仲間たちや奇想天外な魔法動物とともに、ニュートの新しい冒険が始まる！","2016年","2016-11-23","2018-02-21 09:04:26","2018-02-21 09:04:26"
192,"IT／イット “それ”が見えたら、終わり。","It","https://d2ueuvlup6lbue.cloudfront.net/attachments/e2d9e01051481b96aeb51efe8c38c301f120109d/store/fitpad/260/364/e1b9fd823cf963ed3501df6bf35b9949e21c0eb5250de8c3bb936ccaad57/IT_poster_final_WEB_karui.jpg",135,"“それ”は、ある日突然現れる。
一見、平和で静かな田舎町を突如、恐怖が覆い尽くす。相次ぐ児童失踪事件。内気な少年ビルの弟も、ある大雨の日に外出し、通りにおびただしい血痕を残して消息を絶った。悲しみに暮れ、自分を責めるビルの前に、突如“それ”は現れる。
“それ”を目撃して以来、恐怖にとり憑かれるビル。しかし、得体の知れない恐怖を抱えることになったのは、彼だけではなかった。不良少年たちにイジメの…“それ”は、ある日突然現れる。
一見、平和で静かな田舎町を突如、恐怖が覆い尽くす。相次ぐ児童失踪事件。内気な少年ビルの弟も、ある大雨の日に外出し、通りにおびただしい血痕を残して消息を絶った。悲しみに暮れ、自分を責めるビルの前に、突如“それ”は現れる。
“それ”を目撃して以来、恐怖にとり憑かれるビル。しかし、得体の知れない恐怖を抱えることになったのは、彼だけではなかった。不良少年たちにイジメの標的にされている子どもたちも“それ”に遭遇していた。自分の部屋、地下室、バスルーム、学校、図書館、そして町の中……何かに恐怖を感じる度に“それ”は、どこへでも姿を現す。ビルとその秘密を共有することになった仲間たちは“それ”に立ち向かうことを決意するのだが…。
真相に迫るビルたちを、さらに大きな恐怖が飲み込もうとしていた―。","2017年","2017-11-03","2018-02-21 09:04:39","2018-02-21 09:04:39"
193,"マザー！","Mother! ","https://d2ueuvlup6lbue.cloudfront.net/attachments/2ae9152c54024f090805327cf7e4cd34ed10eeef/store/fitpad/260/364/f1db497fa034cb4aab37b1faf960cc7d0cd5f28e6247c76772f3b9cf58fb/72508.jpg",121,"郊外の一軒家に住む一組の夫婦、ある夜現れた不審な訪問者によって穏やかな生活が一転する。翌日も次々と現れる謎の訪問者たち、そんな招かれざる客たちを拒む素振りを見せず次々と招き入れる夫の行動に妻は不安と恐怖を募らせる。
訪問者の行動は次第にエスカレートし、常軌を逸した事件が相次ぐ中、彼女は妊娠し母親になるが、そこで想像もつかない出来事が待ち受ける。すべては現実なのか？それとも彼女の妄想なのか・・・…郊外の一軒家に住む一組の夫婦、ある夜現れた不審な訪問者によって穏やかな生活が一転する。翌日も次々と現れる謎の訪問者たち、そんな招かれざる客たちを拒む素振りを見せず次々と招き入れる夫の行動に妻は不安と恐怖を募らせる。
訪問者の行動は次第にエスカレートし、常軌を逸した事件が相次ぐ中、彼女は妊娠し母親になるが、そこで想像もつかない出来事が待ち受ける。すべては現実なのか？それとも彼女の妄想なのか・・・！？","2017年","0000-00-00","2018-02-21 09:04:48","2018-02-21 09:04:48"
194,"デトロイト","Detroit","https://d2ueuvlup6lbue.cloudfront.net/attachments/3c7c33801ee9abe4756757d590ed709fb115c814/store/fitpad/260/364/db39385e6e337cc6f4cf4730327be421d2698dc7337523d996280024265a/73411.jpg",142,"1967年夏、デトロイト。暴動で街が戦場と化す裏側で、世界を揺るがす“ある事件”が起きていたー
デトロイトの暴動発生から2日目の夜、ミシガン州兵隊の集結地付近で銃声の通報があり、デトロイト警察、ミシガン州警察、ミシガン陸軍州兵、地元の警備隊が、アルジェ・モーテルの別館に捜索押収のため乗り込んだ。何人かの警官が捜査手順を無視して、モーテルの宿泊客たちに不当な強制尋問を始めた。この尋問で、誰彼構わ…1967年夏、デトロイト。暴動で街が戦場と化す裏側で、世界を揺るがす“ある事件”が起きていたー
デトロイトの暴動発生から2日目の夜、ミシガン州兵隊の集結地付近で銃声の通報があり、デトロイト警察、ミシガン州警察、ミシガン陸軍州兵、地元の警備隊が、アルジェ・モーテルの別館に捜索押収のため乗り込んだ。何人かの警官が捜査手順を無視して、モーテルの宿泊客たちに不当な強制尋問を始めた。この尋問で、誰彼構わず脅迫し自白を強要する「死のゲーム」が展開されていく・・・。","2017年","2018-01-26","2018-02-21 09:04:55","2018-02-21 09:04:55"
195,"美女と野獣","Beauty and The Beast","https://d2ueuvlup6lbue.cloudfront.net/attachments/8015b3e122df873cdc66ee96d6664a36b00a22c7/store/fitpad/260/364/9b4bed4b3dcfe6ca4b6606d627f5644edc4ddadf32321d7d0c05c66d20c1/61335_2.jpg",130,"ひとりの美しい王子が、呪いによって醜い野獣の姿に変えられてしまう。魔女が残した一輪のバラの花びらがすべて散る前に、誰かを心から愛し、愛されることができなければ、永遠に人間には戻れない。呪われた城の中で、希望を失いかけていた野獣と城の住人たちの孤独な日々に変化をもたらしたのは、美しい村の娘ベル。聡明で進歩的な考えを持つ彼女は、閉鎖的な村人たちになじめず、傷つくこともあった。それでも、“人と違う”こ…ひとりの美しい王子が、呪いによって醜い野獣の姿に変えられてしまう。魔女が残した一輪のバラの花びらがすべて散る前に、誰かを心から愛し、愛されることができなければ、永遠に人間には戻れない。呪われた城の中で、希望を失いかけていた野獣と城の住人たちの孤独な日々に変化をもたらしたのは、美しい村の娘ベル。聡明で進歩的な考えを持つ彼女は、閉鎖的な村人たちになじめず、傷つくこともあった。それでも、“人と違う”ことを受け入れ、かけがえのない自分を信じるベルと、“人と違う”外見に縛られ、本当の自分の価値を見出せずにいる野獣──その出会いは、はたして奇跡を生むのだろうか…？","2017年","2017-04-21","2018-02-21 09:05:05","2018-02-21 09:05:05"
196,"君の膵臓をたべたい","","https://d2ueuvlup6lbue.cloudfront.net/attachments/98f3a5ad21c59ebb622da500f4b2d79f1fbbef3b/store/fitpad/260/364/344e06b28f7cb4ee46993afc45c89c444b0db54b22bf82dcf1f0ebd6e8be/%E3%82%AD%E3%83%9F%E3%82%B9%E3%82%A4%E6%9C%AC%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC.jpg",115,"高校時代のクラスメイト・山内桜良（浜辺美波）の言葉をきっかけに母校の教師となった【僕】（小栗旬）。彼は、教え子と話すうちに、彼女と過ごした数ヶ月を思い出していく――。膵臓の病を患う彼女が書いていた「共病文庫」（＝闘病日記）を偶然見つけたことから、【僕】（北村匠海）と桜良は次第に一緒に過ごすことに。だが、眩いまでに懸命に生きる彼女の日々はやがて、終わりを告げる。
桜良の死から12年。結婚を目前に…高校時代のクラスメイト・山内桜良（浜辺美波）の言葉をきっかけに母校の教師となった【僕】（小栗旬）。彼は、教え子と話すうちに、彼女と過ごした数ヶ月を思い出していく――。膵臓の病を患う彼女が書いていた「共病文庫」（＝闘病日記）を偶然見つけたことから、【僕】（北村匠海）と桜良は次第に一緒に過ごすことに。だが、眩いまでに懸命に生きる彼女の日々はやがて、終わりを告げる。
桜良の死から12年。結婚を目前に控えた彼女の親友・恭子（北川景子）もまた、【僕】と同様に、桜良と過ごした日々を思い出していた――。そして、ある事をきっかけに、桜良が12年の時を超えて伝えたかった本当の想いを知る2人――。","2017年","2017-07-28","2018-02-21 09:05:19","2018-02-21 09:05:19"
197,"メッセージ","Arrival","https://d2ueuvlup6lbue.cloudfront.net/attachments/822ee8e026fd26bf4a2bd10b18e0ccd44610c85f/store/fitpad/260/364/1061809e932fdbe6a1f667b0a13f8131495a19cdcc348a0aecf5f7e71b7d/%E6%9C%AC%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%93%E3%82%B8%E3%83%A5%E3%82%A2%E3%83%AB.jpg",116,"突如地上に降り立った、巨大な球体型宇宙船。謎の知的生命体と意志の疎通をはかるために軍に雇われた言語学者のルイーズ（エイミー・アダムス）は、“彼ら”が人類に＜何＞を伝えようとしているのかを探っていく。その謎を知ったルイーズを待ち受ける、美しくそして残酷な切なさを秘めた人類へのラストメッセージとは―。","2016年","2017-05-19","2018-02-21 09:05:31","2018-02-21 09:05:31"
198,"マイ・インターン","The Intern","https://d2ueuvlup6lbue.cloudfront.net/attachments/30ece6ce1818f272cac5240cec3a5df1127d0c3f/store/fitpad/260/364/ddccaeeca5c029545b3f967a58ffd7907fee5d7c72a0ae2fa7a5d06b7b07/29102.jpg",121,"ジュールス(アン・ハサウェイ)は、家庭を持ちながら何百人もの社員を束ね、ファッションサイトを運営する会社のCEO。女性なら誰しもが憧れる華やかな世界に身を置く彼女。
仕事と家庭を両立させ、まさに女性の理想像を絵に描いたような人生を送っているかに見えたが...彼女には人生最大の試練が待っていた。そんな悩める彼女のアシスタントにやってきたのは、会社の福祉事業として雇用することになった40歳年上の“…ジュールス(アン・ハサウェイ)は、家庭を持ちながら何百人もの社員を束ね、ファッションサイトを運営する会社のCEO。女性なら誰しもが憧れる華やかな世界に身を置く彼女。
仕事と家庭を両立させ、まさに女性の理想像を絵に描いたような人生を送っているかに見えたが...彼女には人生最大の試練が待っていた。そんな悩める彼女のアシスタントにやってきたのは、会社の福祉事業として雇用することになった40歳年上の“シニア”インターンのベン。
人生経験豊富なベンは、彼女に“最高の助言”をアドバイスする。次第に心を通わせていく2人だが、彼の言葉に救われたジュールスには予期せぬ人生の変化が訪れるのだった。","2015年","2015-10-10","2018-02-21 09:05:45","2018-02-21 09:05:45"
199,"ここは退屈迎えに来て","","https://d2ueuvlup6lbue.cloudfront.net/attachments/ccf58674f30ac492c06bbef600cf1540aad1ca79/store/fitpad/260/364/e8ad30b1dcee702d8f3998097b72919f6bd3436658cc5c98f1a90a9a7e40/%E3%80%8E%E3%81%93%E3%81%93%E3%81%AF%E9%80%80%E5%B1%88%E8%BF%8E%E3%81%88%E3%81%AB%E6%9D%A5%E3%81%A6%E3%80%8F%E8%A7%A3%E7%A6%81%E7%B4%A0%E6%9D%90.jpg",0,"何者かになりたくて東京で就職したものの、10年経って何となく地元に戻った27歳の「私」（橋本愛）。実家に住みながらフリーライターとしてタウン誌で記事を書いているけれど、親からはフリーター同然の扱いで、何だか冴えない日々。高校時代に仲の良かった友達と久々に会った勢いで「とにかく格好良くって、背が高くって、サッカー部のエースで、不良とも適度に仲がいい」憧れの椎名くん（成田凌）に連絡し、みんなで会いに…何者かになりたくて東京で就職したものの、10年経って何となく地元に戻った27歳の「私」（橋本愛）。実家に住みながらフリーライターとしてタウン誌で記事を書いているけれど、親からはフリーター同然の扱いで、何だか冴えない日々。高校時代に仲の良かった友達と久々に会った勢いで「とにかく格好良くって、背が高くって、サッカー部のエースで、不良とも適度に仲がいい」憧れの椎名くん（成田凌）に連絡し、みんなで会いに行くことに。道中、「私」の中に椎名くんとの高校時代の忘れられない思い出が蘇るー。元彼「椎名」を忘れられない、東京に憧れと怖さを持ちながら地元を出ないまま暮らす「あたし」（門脇麦）。椎名がいなくなった途端に彼氏面してくる、椎名の取り巻きの中でも特に冴えない男と、断る方が面倒くさいから適当に遊んでいるけれど、心は彼といたときの青春の輝かしい記憶に今もとらわれているー。ここではないどこかー東京には「あるはずの」、自らの退屈を埋めてくれる何かを「椎名くん」に追い求めたその先には？！ 「椎名くん」の大人になった姿とは？","2017年",NULL,"2018-02-21 09:09:42","2018-02-21 09:09:42"
200,"勝手にふるえてろ","","https://d2ueuvlup6lbue.cloudfront.net/attachments/29e264f6b69d87c6fc269fd5710bc491191967b2/store/fitpad/260/364/6c45315843c3e86ae70ece033eaa8d2485c980d2d7b4f8ce6d6de99882da/72926.jpg",117,"私には彼氏が2人いる──突然告白してきた暑苦しい同期のニと中学時代からの片思いの相手イチ。
「人生初告られた！」とテンションがあがるも、イマイチ、ニとの関係に乗り切れないヨシカ。一方で、「一目でいいから、今のイチに会って前のめりに死んでいこうと思ったんです」という奇妙な動機から、中学時代からひきずっていた片思いの相手・イチに会ってみようと、ありえない嘘をついて同窓会を計画。ついに再会の日が訪れ…私には彼氏が2人いる──突然告白してきた暑苦しい同期のニと中学時代からの片思いの相手イチ。
「人生初告られた！」とテンションがあがるも、イマイチ、ニとの関係に乗り切れないヨシカ。一方で、「一目でいいから、今のイチに会って前のめりに死んでいこうと思ったんです」という奇妙な動機から、中学時代からひきずっていた片思いの相手・イチに会ってみようと、ありえない嘘をついて同窓会を計画。ついに再会の日が訪れるのだが・・・。 “脳内の片思い”と“リアルな恋愛”。同時進行で進むふたつの恋の行方は？ 
","2017年","2017-12-23","2018-02-21 09:14:38","2018-02-21 09:14:38"
201,"ショーシャンクの空に","THE SHAWSHANK REDEMPTION","https://d2ueuvlup6lbue.cloudfront.net/attachments/893deb3d27e868c3a4e74a1142f096578629784d/store/fitpad/260/364/5b23f3eeac6aaee70ff5e84d21b822c67166d05feb9210ee6f6643a145de/2187.jpg",143,"","1994年","0000-00-00","2018-02-21 09:15:11","2018-02-21 09:15:11"
202,"レオン／完全版","LEON","https://d2ueuvlup6lbue.cloudfront.net/attachments/96eded24f47fb212988bb42d9a2108aa50c47853/store/fitpad/260/364/380e3f87b21bd77555ef812ddf5e5596d268ab25db7ff393b12f05af7235/5682.jpg",133,"","1994年","0000-00-00","2018-02-21 09:15:26","2018-02-21 09:15:26"
203,"ホーム・アローン","HOME ALONE","https://d2ueuvlup6lbue.cloudfront.net/attachments/4eec73f51a2363c01012cea5990cf210e9c6a3a2/store/fitpad/260/364/5711afbe7effb3524d737d25a455a30dca6b86e93a5818de5daa4d21b044/4244.jpg",102,"","1990年","0000-00-00","2018-02-21 09:15:44","2018-02-21 09:15:44"
204,"タイタニック","TITANIC","https://d2ueuvlup6lbue.cloudfront.net/attachments/1bf43f04cef52ae7299c12175673bd94b6d034bc/store/fitpad/260/364/eba2c0185fbb3eac15b8908315beb1ea89b8b91b9303b95d4eb8473eeeee/6027.jpg",189,"","1997年","0000-00-00","2018-02-21 09:16:02","2018-02-21 09:16:02"
205,"セブン","SEVEN","https://d2ueuvlup6lbue.cloudfront.net/attachments/f3db41e7a62d3080acb7564206ac9807748e4e75/store/fitpad/260/364/d95714267fc1b0410ed24c8b878a604629721c868759e10c6754b02499f4/5419.jpg",126,"","1995年","0000-00-00","2018-02-21 09:16:20","2018-02-21 09:16:20"
206,"羊たちの沈黙","THE SILENCE OF THE LAMBS","https://d2ueuvlup6lbue.cloudfront.net/attachments/5d75c2ba964f177fe467100d7b1cd8c6f72d1187/store/fitpad/260/364/69d7eeba852736549ec98f3a59bf4260e216865d5ea0488416483914e49f/3766.jpg",118,"","1990年","0000-00-00","2018-02-21 09:16:34","2018-02-21 09:16:34"
207,"ライフ・イズ・ビューティフル","LA VITA E BELLA／Life Is Beautiful","https://d2ueuvlup6lbue.cloudfront.net/attachments/44a15ebf3063d3fd41caaee92fa853bdf842e14b/store/fitpad/260/364/12cf54f08aa65c6b35f8c9396d8429d79a4da36e79be2a60933a158ec4d8/6371.jpg",117,"","1998年","0000-00-00","2018-02-21 09:16:46","2018-02-21 09:16:46"
208,"天使にラブ・ソングを…","SISTER ACT","https://d2ueuvlup6lbue.cloudfront.net/attachments/5861f4ae5d38227e8427c474b0601368077a8660/store/fitpad/260/364/52653db3a7e4899ba5281747f9aadf76ce6510e4ebef3a9f89abf46f3414/3070.jpg",100,"","1992年","0000-00-00","2018-02-21 09:17:01","2018-02-21 09:17:01"
209,"ユージュアル・サスペクツ","THE USUAL SUSPECTS","https://d2ueuvlup6lbue.cloudfront.net/attachments/4c0c9780a8f7b6de0007f8bf52f82e6966ef6afd/store/fitpad/260/364/9ee2c9e24810e0d7afdf79d100fa1a71acd90777a08237e5324a6c298331/5476.jpg",105,"","1995年","0000-00-00","2018-02-21 09:17:16","2018-02-21 09:17:16"
210,"もののけ姫","PRINCESS MONONOKE","https://d2ueuvlup6lbue.cloudfront.net/attachments/75aca0a8d288b5c521d3431fcf02dcb139f34fb4/store/fitpad/260/364/8cf891b8f874fe3ea857cf05cc3ad0402a5f1b86c706990c2e0e96c69b6d/7605.jpg",135,"","1997年","0000-00-00","2018-02-21 09:17:28","2018-02-21 09:17:28"
211,"パルプ・フィクション","PULP FICTION","https://d2ueuvlup6lbue.cloudfront.net/attachments/d3df03163ec33df7f51e671185024246557cf546/store/fitpad/260/364/daac918c042211d5ee3f9a35efb49881d032979e40bee84ba0db826c94e9/3655.jpg",154,"","1994年","0000-00-00","2018-02-21 09:17:40","2018-02-21 09:17:40"
212,"フォレスト・ガンプ／一期一会","FORREST GUMP","https://d2ueuvlup6lbue.cloudfront.net/attachments/ef4a76eada294ed083b215b140e1e57f831a7b79/store/fitpad/260/364/8079cdfcb56f25bda216f250157b01fd891d092b10a77e71157033cf1feb/3904.jpg",142,"","1994年","0000-00-00","2018-02-21 09:17:55","2018-02-21 09:17:55"
213,"シックス・センス","THE SIXTH SENSE","https://d2ueuvlup6lbue.cloudfront.net/attachments/9c309b165d1d4621b742f57212f403e1cbf5f1b0/store/fitpad/260/364/888d4a16f8173205c2e1e38c8ff29a9c6bfbc4ba2998b626f96997e63855/6519.jpg",107,"","1999年","0000-00-00","2018-02-21 09:18:09","2018-02-21 09:18:09"
214,"レオン","LEON","https://d2ueuvlup6lbue.cloudfront.net/attachments/c2db8672e1ec3833199edb78502ca6abede2f12c/store/fitpad/260/364/d764e2b2631688ebf11e220d4ad89867cea806ca42b31a6edfb2d272f9c1/5013.jpg",111,"","1994年","0000-00-00","2018-02-21 09:18:22","2018-02-21 09:18:22"
215,"シザーハンズ","EDWARD SCISSORHANDS","https://d2ueuvlup6lbue.cloudfront.net/attachments/6333d01065816d5d0ad31f417fed3e04d2150774/store/fitpad/260/364/ece5ebaae36e680fd2e9928f50c3aa27395f5d4904c5bd521008c963feed/1978.jpg",98,"","1990年","0000-00-00","2018-02-21 09:18:36","2018-02-21 09:18:36"
