id,"title","subtitle","image",time,"story","production","release","created_at","updated_at"
216,"耳をすませば","WHISPER OF THE HEART","https://d2ueuvlup6lbue.cloudfront.net/attachments/383f53786db980215bb61fb84f1360a3ced1479e/store/fitpad/260/364/719a0dec4663fdb6dffa30cf7476c7c4467413fedc19a32a0a2960a68136/7191.jpg",111,"","1995年","0000-00-00","2018-02-21 09:18:49","2018-02-21 09:18:49"
217,"トイ・ストーリー2","TOY STORY 2","https://d2ueuvlup6lbue.cloudfront.net/attachments/b2937eabe0af3904e20ab51100060107679068e2/store/fitpad/260/364/56826767c49145729c7ce6e2ac09f6aaa72509ff4c01ef7ee2e995fc3cc7/10480.jpg",92,"","1999年","0000-00-00","2018-02-21 09:19:03","2018-02-21 09:19:03"
218,"トイ・ストーリー","TOY STORY","https://d2ueuvlup6lbue.cloudfront.net/attachments/cdc8119619912729b8909465d4914f135ae5ef7b/store/fitpad/260/364/5d16917214dc25c853d26668afe7ff4c31ca47743cd7707ec2cd52ed47e4/5436.jpg",81,"","1995年","0000-00-00","2018-02-21 09:19:21","2018-02-21 09:19:21"
219,"ファイト・クラブ","FIGHT CLUB","https://d2ueuvlup6lbue.cloudfront.net/attachments/824e7f03e8618ff55e82b756db398f20d4a2eba4/store/fitpad/260/364/33835b322ca1ed1cf01587c141e3b9cce4cca5c416c0c210ee824eb4bf5b/9704.jpg",139,"","1999年","0000-00-00","2018-02-21 09:19:37","2018-02-21 09:19:37"
220,"マスク","THE MASK","https://d2ueuvlup6lbue.cloudfront.net/attachments/ad01599e2608b0626b35836fbe0c9ac80d5508dc/store/fitpad/260/364/0e4424554463cccde9b02334b44f2cb1da47de134f586ffecf8ac2fecf3b/4406.jpg",101,"","1994年","0000-00-00","2018-02-21 09:19:51","2018-02-21 09:19:51"
221,"紅の豚","PORCO ROSSO","https://d2ueuvlup6lbue.cloudfront.net/attachments/f2452455cefe05adc77814fc631f4bcb52334832/store/fitpad/260/364/a0f86351da30b6839aa22e512a62a3f1966d029a90ecfff657d9a42f5bc4/9997.jpg",91,"","1992年","0000-00-00","2018-02-21 09:20:03","2018-02-21 09:20:03"
222,"グリーンマイル","THE GREEN MILE","https://d2ueuvlup6lbue.cloudfront.net/attachments/660a6511dc28521d5fa7ca59b2e2b6669c01001e/store/fitpad/260/364/c8729f0945be8f1383b7f484785e49bb986e3baeb4d44a608065a526eb50/8674.jpg",188,"","1999年","0000-00-00","2018-02-21 09:20:17","2018-02-21 09:20:17"
223,"グッド・ウィル・ハンティング／旅立ち","GOOD WILL HUNTING","https://d2ueuvlup6lbue.cloudfront.net/attachments/25825710c84223fa3629f104850165dc2f108688/store/fitpad/260/364/4d7484b873eb2b6538add6bd540b431755ecd6c74de5e94e8fa74731d456/6087.jpg",127,"","1997年","0000-00-00","2018-02-21 09:20:32","2018-02-21 09:20:32"
224,"メン・イン・ブラック","MEN IN BLACK","https://d2ueuvlup6lbue.cloudfront.net/attachments/6b84c17a84e0cac0fea03d5cb41b83661b819491/store/fitpad/260/364/78c11f03cc9af8d97523d98d095baceed99b1bd6616def3c18cf1b88745b/5998.jpg",97,"","1997年","0000-00-00","2018-02-21 09:20:47","2018-02-21 09:20:47"
225,"アラジン","ALADDIN","https://d2ueuvlup6lbue.cloudfront.net/attachments/be7dc70796e03241107f2d543524584349fbaf18/store/fitpad/260/364/c2b458f9788546ec49de476a371c7e72c747822dd8c34aabded70d07cf3d/282.jpg",90,"","1992年","0000-00-00","2018-02-21 09:21:04","2018-02-21 09:21:04"
226,"ガタカ","GATTACA","https://d2ueuvlup6lbue.cloudfront.net/attachments/e4bc836feb601fae220396c9ec436444e45250e3/store/fitpad/260/364/86ecb45ea38c31e65fbc56d1d474c75b7ad365f5dfd2743f7cfdd4e37103/6105.jpg",106,"","1997年","0000-00-00","2018-02-21 09:21:19","2018-02-21 09:21:19"
227,"ジュラシック・パーク","JURASSIC PARK","https://d2ueuvlup6lbue.cloudfront.net/attachments/86303b4f5859a9736432dbe59eb1c729a9087c64/store/fitpad/260/364/c2bc226ac665ae0aab8824a20ccd633d9edb5908146bdc5095b5421659d1/2133.jpg",127,"","1993年","0000-00-00","2018-02-21 09:21:36","2018-02-21 09:21:36"
228,"トレインスポッティング","TRAINSPOTTING","https://d2ueuvlup6lbue.cloudfront.net/attachments/fe2aac9567ae863a540b450caf51cc72c9878af0/store/fitpad/260/364/b72e32d0579a2f6911f9f540d4ad4c0551fd80cec00c729fdaea5791623e/5722.jpg",93,"","1996年","0000-00-00","2018-02-21 09:21:54","2018-02-21 09:21:54"
229,"アルマゲドン","ARMAGEDDON","https://d2ueuvlup6lbue.cloudfront.net/attachments/500c60fb13e98a005aef634b6c1f28674a85b9f6/store/fitpad/260/364/9d17d0a1c2e5191dc3d41ae903b7510ac6f0be7de1502b9ed4babb1b6168/6270.jpg",150,"","1998年","0000-00-00","2018-02-21 09:22:09","2018-02-21 09:22:09"
230,"スター・ウォーズ エピソード1／ファントム・メナス","STAR WARS: EPISODE I - THE PHANTOM MENACE","https://d2ueuvlup6lbue.cloudfront.net/attachments/b11177c1d42c6a9c625e31d100b7bd82191251b6/store/fitpad/260/364/09ba269189f845970abe2c3a949904357e5af58f12bda8b20890121cd10a/6441.jpg",133,"","1999年","0000-00-00","2018-02-21 09:22:24","2018-02-21 09:22:24"
231,"アメリカン・ビューティー","AMERICAN BEAUTY","https://d2ueuvlup6lbue.cloudfront.net/attachments/deba5052a89c6938fa37ff06a98c92d6c2b724ba/store/fitpad/260/364/3fd34810a1255e6cec22ea78652ae2aac3f543e0fae73c3810f5bdb7c811/10021.jpg",117,"","1999年","0000-00-00","2018-02-21 09:22:38","2018-02-21 09:22:38"
232,"ノッティングヒルの恋人","NOTTING HILL","https://d2ueuvlup6lbue.cloudfront.net/attachments/7216624e4e4981079c20a89c156d915d50890aa0/store/fitpad/260/364/57b014708c7f611d3db7030f9a70ea961052471b530fcbb49ef8efe9dfae/6493.jpg",123,"","1999年","0000-00-00","2018-02-21 09:22:49","2018-02-21 09:22:49"
233,"バック・トゥ・ザ・フューチャーPART3","BACK TO THE FUTURE PART III","https://d2ueuvlup6lbue.cloudfront.net/attachments/b6095d63a89ccb548315dfae3f503e7ef6b3600a/store/fitpad/260/364/b71bb0c77917786a93d32a303adcc60e207897a900c8eab71f1923d0573e/3533.jpg",119,"","1990年","0000-00-00","2018-02-21 09:23:06","2018-02-21 09:23:06"
234,"マトリックス","THE MATRIX","https://d2ueuvlup6lbue.cloudfront.net/attachments/38dbdad4c9042f232b040d1e4a0262750b401686/store/fitpad/260/364/84b3d09eae5b1459f56d3646df2762a16a757ed13cc56d53b74f7a474bf4/6467.jpg",136,"","1999年","0000-00-00","2018-02-21 09:23:23","2018-02-21 09:23:23"
235,"ターミネーター2","TERMINATOR 2: JUDGMENT DAY","https://d2ueuvlup6lbue.cloudfront.net/attachments/1ab9f18371aa34572aa357533bae0f8be4c7bc1b/store/fitpad/260/364/70c4de9659dda01d683a2fb572af9cc6fbf66301eea322ba21843d05f887/2664.jpg",137,"最初のターミネーター出現から10年後。サラ・コナーの息子ジョンは少年に成長。ジョンは、近未来に人類抵抗軍のリーダーだ。機械軍はジョンを少年のうちに殺すため、新しいターミネーターを送り込む。ある日ロサンゼルスに2体のターミネーターが未来から送り込まれる。息子を守るために、サラの死闘が始まる。だが、残忍非道なターミネーターに立ち向かうサラとジョン母子に、強い味方が現れる。いかなる犠牲を払ってもジョン…最初のターミネーター出現から10年後。サラ・コナーの息子ジョンは少年に成長。ジョンは、近未来に人類抵抗軍のリーダーだ。機械軍はジョンを少年のうちに殺すため、新しいターミネーターを送り込む。ある日ロサンゼルスに2体のターミネーターが未来から送り込まれる。息子を守るために、サラの死闘が始まる。だが、残忍非道なターミネーターに立ち向かうサラとジョン母子に、強い味方が現れる。いかなる犠牲を払ってもジョンを守れと厳命を受け、人類抵抗軍によって送り込まれた戦士だ。未来への戦いが、いま始まる……","1991年","0000-00-00","2018-02-21 09:23:38","2018-02-21 09:23:38"
236,"ホーム・アローン2","HOME ALONE 2: LOST IN NEW YORK","https://d2ueuvlup6lbue.cloudfront.net/attachments/32f576bf696c3eceeeff025b6247367885ab8f06/store/fitpad/260/364/8133f30377708b06e674d5756fcba32a2a597c00adc6f0f94accdd68f799/4245.jpg",120,"","1992年","0000-00-00","2018-02-21 09:23:53","2018-02-21 09:23:53"
237,"スタンド・バイ・ミー","STAND BY ME","https://d2ueuvlup6lbue.cloudfront.net/attachments/1e89a224a872d21ecf98f35b43b571428465f781/store/fitpad/260/364/37ab7e5d065850ed16f71d0bdada7793778345efa7c83f35eae0f9c66272/2382.jpg",89,"","1986年","0000-00-00","2018-02-21 09:26:02","2018-02-21 09:26:02"
238,"魔女の宅急便","KIKI'S DELIVERY SERVICE","https://d2ueuvlup6lbue.cloudfront.net/attachments/1d0a63d7bedb68c2e57a896bb666a47737743633/store/fitpad/260/364/a46e20b3380a807451091ccba061035d417ccf79ea19df95719e57dc63ff/7205.jpg",112,"","1989年","0000-00-00","2018-02-21 09:26:17","2018-02-21 09:26:17"
239,"バック・トゥ・ザ・フューチャー","BACK TO THE FUTURE","https://d2ueuvlup6lbue.cloudfront.net/attachments/6d93ede67c321faf31e8d6a6df5a15c4eaea7044/store/fitpad/260/364/69eb321354504ab4120df502945028c0fa243c37bb46aac5e44b22bc7161/3532.jpg",116,"","1985年","0000-00-00","2018-02-21 09:26:33","2018-02-21 09:26:33"
240,"となりのトトロ","MY NEIGHBOR TOTORO","https://d2ueuvlup6lbue.cloudfront.net/attachments/030409bcb04e2225357d85ad12e8ecc9eec05371/store/fitpad/260/364/b6d6cf758640acf3bfeda10a9f4369aa311487b9d35284cecc53cf800231/10507.jpg",88,"","1988年","0000-00-00","2018-02-21 09:26:50","2018-02-21 09:26:50"
241,"天空の城ラピュタ","LAPUTA: CASTLE IN THE SKY","https://d2ueuvlup6lbue.cloudfront.net/attachments/25bea4e8651c6d6651291a3f3225c10921e56890/store/fitpad/260/364/9de3fb00ead82fd1251f51f76132a203c9d3e05439ff3a7a192a9ecaaff4/7778.jpg",124,"","1986年","0000-00-00","2018-02-21 09:27:02","2018-02-21 09:27:02"
242,"ニュー・シネマ・パラダイス","NUOVO CINEMA PARADISO","https://d2ueuvlup6lbue.cloudfront.net/attachments/df458e5875e168e7be29c9a2f3b56ff83d835c4e/store/fitpad/260/364/0952d6a963d5f4bc2c574ff10a7705f601063b328392fff0f8b6bfc45c38/3339.jpg",124,"","1989年","0000-00-00","2018-02-21 09:27:14","2018-02-21 09:27:14"
243,"E.T.","E.T. THE EXTRA-TERRESTRIAL","https://d2ueuvlup6lbue.cloudfront.net/attachments/19cabc0b5f2c3977f38806b45ec5fc4a8459b538/store/fitpad/260/364/7bda3480e51badba0706e92b8785275c4d00294425e1cc446cdbb5fea40c/367.jpg",115,"","1982年","0000-00-00","2018-02-21 09:27:29","2018-02-21 09:27:29"
244,"風の谷のナウシカ","NAUSICAA OF THE VALLEY OF WIND","https://d2ueuvlup6lbue.cloudfront.net/attachments/1ffec14beea9e8334bb275ef2434641f51e38ad6/store/fitpad/260/364/8e81a1ca9f4a6bee9d8c1c759fa0c8281bbe5f8d431966cf0094bcf46990/7352.jpg",116,"","1984年","0000-00-00","2018-02-21 09:27:43","2018-02-21 09:27:43"
245,"バック・トゥ・ザ・フューチャー PART2","BACK TO THE FUTURE PART II","https://d2ueuvlup6lbue.cloudfront.net/attachments/dbb756fe9bdd9de007db0f939d208ad7872e6c75/store/fitpad/260/364/3587108e8768948f3f3537e04e352332a62c76dacb0c1880c27705d5e4f4/3534.jpg",108,"","1989年","0000-00-00","2018-02-21 09:27:59","2018-02-21 09:27:59"
246,"リトル・マーメイド／人魚姫","THE LITTLE MERMAID","https://d2ueuvlup6lbue.cloudfront.net/attachments/62d54313ed6d25e99344417baebdcfd13892ed42/store/fitpad/260/364/ae19090c2590204870f165b30b0727878ee422fea1912cc601734cce3bbe/4948.jpg",84,"","1989年","0000-00-00","2018-02-21 09:28:15","2018-02-21 09:28:15"
247,"シャイニング","THE SHINING","https://d2ueuvlup6lbue.cloudfront.net/attachments/e824c03611c531f2cdb724d28ff2a0c9eeb19c42/store/fitpad/260/364/540f7461ee4b86bc0333533c0c9e6ad74f55472ad456a1b633f06ae920b0/2042.jpg",119,"","1980年","0000-00-00","2018-02-21 09:28:29","2018-02-21 09:28:29"
248,"火垂るの墓","Grave of the Fireflies","https://d2ueuvlup6lbue.cloudfront.net/attachments/7eedd74a611eb4e26551d4d955b14ceb5fc7de0a/store/fitpad/260/364/3b20cdc3a73e50fc13ddc00ac6bf2f5b737288552ca0be5dd64595efc68f/8597.jpg",88,"","1988年","0000-00-00","2018-02-21 09:28:41","2018-02-21 09:28:41"
249,"レインマン","RAIN MAN","https://d2ueuvlup6lbue.cloudfront.net/attachments/5d40cdd98b68dcaa6b693e7a77cfed4665711192/store/fitpad/260/364/239a3fa2f2be684a1604cd563e4619bfdf20778f14aee2d8c1aa4b5a2481/5011.jpg",134,"","1988年","0000-00-00","2018-02-21 09:28:51","2018-02-21 09:28:51"
250,"スター・ウォーズ エピソード5／帝国の逆襲","Star Wars Episode V: The Empire Strikes Back","https://d2ueuvlup6lbue.cloudfront.net/attachments/44f347bd067693a7feb1d50e490e0175442ba656/store/fitpad/260/364/855973c6643c01ff33ec714b19552c2e80fb2099cb683821b6a7609926b9/2363.jpg",124,"","1980年","0000-00-00","2018-02-21 09:29:05","2018-02-21 09:29:05"
251,"スター・ウォーズ エピソード6／ジェダイの帰還","Star Wars Episode VI: Return of the Jedi","https://d2ueuvlup6lbue.cloudfront.net/attachments/4b8aa94b849e47f0abd0d90cbce268553090e3b3/store/fitpad/260/364/9514a0cb9fbadbfe49c7cb1497141b91ef9247ea923e664604699e31ef5a/2364.jpg",133,"","1983年","0000-00-00","2018-02-21 09:29:21","2018-02-21 09:29:21"
252,"ターミネーター","THE TERMINATOR","https://d2ueuvlup6lbue.cloudfront.net/attachments/8af73ffdcbec06216c9e6db2b269cce4d88c13a8/store/fitpad/260/364/7ac267e31271e79bd05f8521ddde1d1f798f901c9b0754335dbc62de482d/2663.jpg",108,"","1984年","0000-00-00","2018-02-21 09:29:39","2018-02-21 09:29:39"
253,"トップガン","TOP GUN","https://d2ueuvlup6lbue.cloudfront.net/attachments/aded18ab45c0655a17a6cabc84fba458b8fde757/store/fitpad/260/364/f0850750af508a43c1a697272d284b759c866200ea518acab1101c7e772e/3154.jpg",110,"","1986年","0000-00-00","2018-02-21 09:29:51","2018-02-21 09:29:51"
254,"インディ・ジョーンズ／魔宮の伝説","INDIANA JONES AND THE TEMPLE OF DOOM","https://d2ueuvlup6lbue.cloudfront.net/attachments/3262905981103cb9ed06911c2e7479121edfd4cb/store/fitpad/260/364/6bf648da54bff6af3fcff296e8967691c476b872e20f13094b5d7c5697f0/450.jpg",118,"","1984年","0000-00-00","2018-02-21 09:30:05","2018-02-21 09:30:05"
255,"アキラ AKIRA","","https://d2ueuvlup6lbue.cloudfront.net/attachments/81c17e8fe964fb28254a4746983b4be13ebe5df8/store/fitpad/260/364/b071660377c8f1f83cf03fa83a35163982558b61488ccb6d9568a6303cbc/7207.jpg",124,"","1988年","0000-00-00","2018-02-21 09:30:19","2018-02-21 09:30:19"
256,"アマデウス","AMADEUS","https://d2ueuvlup6lbue.cloudfront.net/attachments/a466944f9c3c7f6959a1ad19e61cef6587437e16/store/fitpad/260/364/d01a08daa6cc00ac477ffefa75e4d7a845cb84e8f33fb06497e3477ca1b8/248.jpg",160,"","1984年","0000-00-00","2018-02-21 09:30:29","2018-02-21 09:30:29"
257,"ゴーストバスターズ","GHOSTBUSTERS","https://d2ueuvlup6lbue.cloudfront.net/attachments/542107c1fd2fbfd5d788d9e2e81a3e5fa85dc1a7/store/fitpad/260/364/02ad92b69473c8ab8bf793a2500f85fc192147e44c73383141de347aab4b/1547.jpg",105,"","1984年","0000-00-00","2018-02-21 09:30:43","2018-02-21 09:30:43"
258,"グレムリン","GREMLINS","https://d2ueuvlup6lbue.cloudfront.net/attachments/c304cccc3339bf1e351e31daa3a68f8c179c57ac/store/fitpad/260/364/072ed0fddd305ba3b07da8819d770cf8c762d3ec36d9de37132950ed2ef0/1352.jpg",107,"","1984年","0000-00-00","2018-02-21 09:30:59","2018-02-21 09:30:59"
259,"ダイ・ハード","DIE HARD","https://d2ueuvlup6lbue.cloudfront.net/attachments/7e3124bd6d1c2d15110429472ca42a958b1d6e51/store/fitpad/260/364/5d9c534af46b4a7b7eb5baf46d3e6138615a6091e9e43b103911167d0cfe/2710.jpg",131,"","1988年","0000-00-00","2018-02-21 09:31:15","2018-02-21 09:31:15"
260,"グーニーズ","THE GOONIES","https://d2ueuvlup6lbue.cloudfront.net/attachments/cc36cd14a83be25fc4356877222cb559eda524a6/store/fitpad/260/364/3b07c9843e4bcb0d7c7a227d26c90dbb585cc0b346293584621685622d75/1257.jpg",114,"","1985年","0000-00-00","2018-02-21 09:31:30","2018-02-21 09:31:30"
261,"ブルース・ブラザース","THE BLUES BROTHERS","https://d2ueuvlup6lbue.cloudfront.net/attachments/d397e8f0125b302e42a41eb4f276dc0dc52b699c/store/fitpad/260/364/5d20f1a0354f9037df2d930358fe08fc445c1735d4da0140174abb2b4336/4058.jpg",133,"","1980年","0000-00-00","2018-02-21 09:31:43","2018-02-21 09:31:43"
262,"レイダース／失われたアーク《聖櫃》","RAIDERS OF THE LOST ARK","https://d2ueuvlup6lbue.cloudfront.net/attachments/a315776173b080d83b67ebd1b2f716972cb9f2a7/store/fitpad/260/364/55cb49614c80d061bd93a96723bb8f6550d1501c144b8bbe62544ec83eb8/449.jpg",115,"","1981年","0000-00-00","2018-02-21 09:31:54","2018-02-21 09:31:54"
263,"インディ・ジョーンズ／最後の聖戦","INDIANA JONES AND THE LAST CRUSADE","https://d2ueuvlup6lbue.cloudfront.net/attachments/93b9b5786803be67d8e05436d08fffd98951a4fb/store/fitpad/260/364/91cf510b330f7dd812880b05d1008c6a0bced3b2dfcdd64b62da91dd5ee0/451.jpg",127,"","1989年","0000-00-00","2018-02-21 09:32:07","2018-02-21 09:32:07"
264,"いまを生きる","DEAD POETS SOCIETY","https://d2ueuvlup6lbue.cloudfront.net/attachments/9b007f975dd036e47a262dce8054dc2488acd6f3/store/fitpad/260/364/bddf2fffc587deb864a48d7fd87184ce73a375f1902c0a49a02c9bea422b/429.jpg",128,"","1989年","0000-00-00","2018-02-21 09:32:21","2018-02-21 09:32:21"
265,"ブレードランナー","BLADE RUNNER","https://d2ueuvlup6lbue.cloudfront.net/attachments/c670aeac272bf5ea66006240fdeb6b8ce95ae48d/store/fitpad/260/364/616ca73abc27f66ac7bbc26c5d64a4dddbf573de36a6c65ae71c4629e23c/4095.jpg",117,"","1982年","0000-00-00","2018-02-21 09:32:33","2018-02-21 09:32:33"
266,"戦場のメリークリスマス","MERRY CHRISTMAS, MR. LAWRENCE","https://d2ueuvlup6lbue.cloudfront.net/attachments/25408e8a238644b3ff3cc8b5029d44e1ed576a39/store/fitpad/260/364/2cc2c9b5d60b91059d647a69227268eb5b951392844659f3f39327adda07/2555.jpg",123,"","1983年","0000-00-00","2018-02-21 09:32:42","2018-02-21 09:32:42"
267,"ラビリンス／魔王の迷宮","LABYRINTH","https://d2ueuvlup6lbue.cloudfront.net/attachments/ea69425769be57949f621fa998d3c0440a57490d/store/fitpad/260/364/b6e95b641c1d266c1609a5d1172e610885dedcf19c1372e1adf099a6e787/4893.jpg",102,"","1986年","0000-00-00","2018-02-21 09:32:52","2018-02-21 09:32:52"
268,"バグダッド・カフェ","BAGDAD CAFE","https://d2ueuvlup6lbue.cloudfront.net/attachments/f40095c59c84d9283c9d776ce46741147ce8b3e9/store/fitpad/260/364/9aaceb38e1d390cc468a47e74c4f74847ce965bd743f34f2d1bd20968d58/3486.jpg",91,"","1987年","0000-00-00","2018-02-21 09:33:00","2018-02-21 09:33:00"
269,"パリ、テキサス","PARIS, TEXAS","https://d2ueuvlup6lbue.cloudfront.net/attachments/94b7e0ce41a2be5ae8e96de09a4c2ecc11a3db3c/store/fitpad/260/364/c9804a98c01de898d647e75d4e03766dd13f2f4ab140a30d49dea883f88f/3631.jpg",146,"テキサスの荒野をひとり歩き続ける男。名前はトラヴィス、4年間失踪していた。かつて妻と息子を失った男が夢見た“パリ、テキサス”とは？","1984年","0000-00-00","2018-02-21 09:33:09","2018-02-21 09:33:09"
270,"プラトーン","PLATOON","https://d2ueuvlup6lbue.cloudfront.net/attachments/f3129156d93f41aeb67c4fe84459bbdc99e8bb25/store/fitpad/260/364/2d55dc80acc6e7bce9f75efa089112b66fc76a831b8b8431e70e5e94b429/3994.jpg",120,"","1986年","0000-00-00","2018-02-21 09:33:17","2018-02-21 09:33:17"
271,"エレファント・マン","THE ELEPHANT MAN","https://d2ueuvlup6lbue.cloudfront.net/attachments/7c401642f254a2cf1748439449be704f4350234e/store/fitpad/260/364/7ebba6e559af272de9cfaa0c9d3d402e4531951d713af2a9297f2d8a54fc/622.jpg",124,"","1980年","0000-00-00","2018-02-21 09:33:26","2018-02-21 09:33:26"
272,"スカーフェイス","SCARFACE","https://d2ueuvlup6lbue.cloudfront.net/attachments/a27c74ff43f326e11a26af85c3f611be46ae31cf/store/fitpad/260/364/57c586d07949fef2abc61a01a16445474dd6ceb68ecd10a609ab2c4093df/2337.jpg",170,"","1983年","0000-00-00","2018-02-21 09:33:37","2018-02-21 09:33:37"
273,"時計じかけのオレンジ","A CLOCKWORK ORANGE","https://d2ueuvlup6lbue.cloudfront.net/attachments/6eec671bb77423e0b43a81a6ad33e3100b21cd38/store/fitpad/260/364/15b9e7a84c2e61454206d1c6c89dc68e0750a31ffe743b5a079221c919ed/3137.jpg",137,"","1971年","0000-00-00","2018-02-21 09:43:35","2018-02-21 09:43:35"
274,"スター・ウォーズ エピソード4／新たなる希望","Star Wars Episode IV: A New Hope","https://d2ueuvlup6lbue.cloudfront.net/attachments/8ea0fbcbea27a870d308404d9c2ed0ca567b107a/store/fitpad/260/364/e2f66f13d64d14bd5155c5e68ddaef480aa7ea3402133e3e88edee294737/2362.jpg",121,"","1977年","0000-00-00","2018-02-21 09:43:53","2018-02-21 09:43:53"
275,"ルパン三世 カリオストロの城","The Castle of Cagliostro","https://d2ueuvlup6lbue.cloudfront.net/attachments/e86d15baac2947780b253cb74956a03f07cff68e/store/fitpad/260/364/1516efa6f4f5116ff3556b75ccef9d4eacc07847de9f5f28d03dcb6c11d5/8313.jpg",100,"","1979年","0000-00-00","2018-02-21 09:44:08","2018-02-21 09:44:08"
276,"カッコーの巣の上で","ONE FLEW OVER THE CUCKOO'S NEST","https://d2ueuvlup6lbue.cloudfront.net/attachments/76622ba3c8a978488ad14580fea0c801b1165e05/store/fitpad/260/364/2f452f7d5685c64c2ec51d7af8b1cec7a6958697d18fc54f42c485468875/900.jpg",129,"","1975年","0000-00-00","2018-02-21 09:44:22","2018-02-21 09:44:22"
277,"ゴッドファーザー","THE GODFATHER","https://d2ueuvlup6lbue.cloudfront.net/attachments/dce2e51dea7b0d2b7810f2e336fc3b9bef3110a4/store/fitpad/260/364/934c5c64ae54eacf77c19e94d1ec3d03af945aaabdcda143dc17266e44f2/1608.jpg",175,"","1972年","0000-00-00","2018-02-21 09:44:34","2018-02-21 09:44:34"
278,"クレイマー、クレイマー","KRAMER VS. KRAMER","https://d2ueuvlup6lbue.cloudfront.net/attachments/7a1c2ebab6c9e650a886ac00eb20d47575fb36b9/store/fitpad/260/364/3cb7e82baacc0dad1b5fbf70e77c5260f5b72b86c95a8150379be783fc1f/1337.jpg",105,"","1979年","0000-00-00","2018-02-21 09:44:49","2018-02-21 09:44:49"
279,"スティング","THE STING","https://d2ueuvlup6lbue.cloudfront.net/attachments/1a2653055c4520ca6b33c9e9b48549d782e0050b/store/fitpad/260/364/1ec3dc428ecd27f289a66b6e847c6a3b632b1f2d5eef9489f214b320cdc3/2388.jpg",129,"","1973年","0000-00-00","2018-02-21 09:45:03","2018-02-21 09:45:03"
280,"タクシードライバー","TAXI DRIVER","https://d2ueuvlup6lbue.cloudfront.net/attachments/2f73d92f8b867ab635745bc65f57887ed9faa832/store/fitpad/260/364/a799aac6f61d9999d019250f7d146c67da62ca847d5c52210da8c47e4f31/2755.jpg",114,"","1976年","0000-00-00","2018-02-21 09:45:18","2018-02-21 09:45:18"
281,"JAWS／ジョーズ","JAWS","https://d2ueuvlup6lbue.cloudfront.net/attachments/8e4394930d6b899e9824c28fab6a9f469419ee57/store/fitpad/260/364/cfcc229579f7b569499168156f6686d376b9fb8bd72ab75efa06980604f9/2188.jpg",124,"","1975年","0000-00-00","2018-02-21 09:45:33","2018-02-21 09:45:33"
282,"早春","DEEP END","https://d2ueuvlup6lbue.cloudfront.net/attachments/7db72aef951c8d85ab6aa60959016e108c4cf428/store/fitpad/260/364/d34d1a8b34667f28f68e6e3469c719bd76dedf9446c01fb84283da41338a/%E6%97%A9%E6%98%A5%E3%83%9B%E3%82%9A%E3%82%B9%E3%82%BF%E3%83%BC.jpg",92,"","1970年","2018-01-13","2018-02-21 09:45:43","2018-02-21 09:45:43"
283,"ゴッドファーザーPART II","THE GODFATHER: PART II","https://d2ueuvlup6lbue.cloudfront.net/attachments/4be73816b1c0ebccbaf6841160e4179313d1aebc/store/fitpad/260/364/d5e978d37a94ec7f4ae8a9d141d6bdfe26fd2c401143561bed71d68822dc/1609.jpg",200,"","1974年","0000-00-00","2018-02-21 09:45:54","2018-02-21 09:45:54"
284,"アニー・ホール","ANNIE HALL","https://d2ueuvlup6lbue.cloudfront.net/attachments/008569486da380f87b56cc3ef89b077b4dcf95e7/store/fitpad/260/364/bacbfe476820c3a27801c0c55e303dee3dc3fc6e70d75381037cb1ca5d3d/223.jpg",93,"","1977年","0000-00-00","2018-02-21 09:46:06","2018-02-21 09:46:06"
285,"ロッキー","ROCKY","https://d2ueuvlup6lbue.cloudfront.net/attachments/b8428d58bb2d88cf2761949bba342fbdffa89635/store/fitpad/260/364/19ed08554fb3edeb76f3e4f6ca73e722462f8197f4bc68b59f44eef14bb8/5104.jpg",119,"","1976年","0000-00-00","2018-02-21 09:46:19","2018-02-21 09:46:19"
286,"ファンタスティック・プラネット","LA PLANETE SAUVAGE","https://d2ueuvlup6lbue.cloudfront.net/attachments/e5f89967fb0d274b54cd0ee15667d4530a50528e/store/fitpad/260/364/623d7ccdc20b7c31614d390dc851b92997c6a65974417a29733e843f52fc/33347.jpg",73,"","1973年","0000-00-00","2018-02-21 09:46:29","2018-02-21 09:46:29"
287,"ペーパー・ムーン","PAPER MOON","https://d2ueuvlup6lbue.cloudfront.net/attachments/e7b13ab735e05791cff7953048e187a79f5a0ad5/store/fitpad/260/364/774bb36a51330dce66c40c90ce7bb9e31634796a81adb90aff7478d59794/4159.jpg",103,"","1973年","0000-00-00","2018-02-21 09:46:38","2018-02-21 09:46:38"
288,"砂の器","","https://d2ueuvlup6lbue.cloudfront.net/attachments/1fd2ce12ada3106faa933a01373890c29d5daf28/store/fitpad/260/364/754cea452a9ecdf3fb54d0d05d4590416c1593dee128c6ee001c544dc1dc/8861.jpg",143,"","1974年","0000-00-00","2018-02-21 09:46:46","2018-02-21 09:46:46"
289,"ディア・ハンター","THE DEER HUNTER","https://d2ueuvlup6lbue.cloudfront.net/attachments/60193b519d9755543fc064dcd0aadf8c0d8d760e/store/fitpad/260/364/4244a47e6035428c358dd90beb044469fbe2bb2d3de95c1cab3c7744d018/2980.jpg",183,"","1978年","0000-00-00","2018-02-21 09:46:54","2018-02-21 09:46:54"
